[2026-08-06T19:36:05.244Z] COMPANY: "20 Microns Limited" | QUERIES: ["20 Microns Limited" official website] | CANDIDATES: [https://20microns.com] | SELECTED: "https://20microns.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:38:08.713Z] COMPANY: "Coffee Day Enterprises Limited" | QUERIES: ["Coffee Day Enterprises Limited" official website] | CANDIDATES: [https://coffeedays.net] | SELECTED: "https://coffeedays.net" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:38:18.700Z] COMPANY: "Coforge Limited" | QUERIES: ["Coforge Limited" official website] | CANDIDATES: [https://coforge.com] | SELECTED: "https://coforge.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:38:33.925Z] COMPANY: "Cohance Lifesciences Limited" | QUERIES: ["Cohance Lifesciences Limited" official website] | CANDIDATES: [https://cohance.com] | SELECTED: "https://cohance.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:42:38.744Z] COMPANY: "Colgate Palmolive (India) Limited" | QUERIES: ["Colgate Palmolive (India) Limited" official website] | CANDIDATES: [https://colgatepalmolive.com] | SELECTED: "https://colgatepalmolive.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:42:40.957Z] COMPANY: "Comfort Intech Limited" | QUERIES: ["Comfort Intech Limited" official website] | CANDIDATES: [https://comfortintech.com] | SELECTED: "https://comfortintech.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:42:52.920Z] COMPANY: "Compuage Infocom Limited" | QUERIES: ["Compuage Infocom Limited" official website] | CANDIDATES: [https://compuageindia.com] | SELECTED: "https://compuageindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:43:00.676Z] COMPANY: "Compucom Software Limited" | QUERIES: ["Compucom Software Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:43:07.691Z] COMPANY: "Commercial Syn Bags Limited" | QUERIES: ["Commercial Syn Bags Limited" official website] | CANDIDATES: [https://comsyn.com] | SELECTED: "https://comsyn.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:43:08.456Z] COMPANY: "Container Corporation of India Limited" | QUERIES: ["Container Corporation of India Limited" official website] | CANDIDATES: [https://containerofamerica.com] | SELECTED: "https://containerofamerica.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:43:33.483Z] COMPANY: "Concord Biotech Limited" | QUERIES: ["Concord Biotech Limited" official website] | CANDIDATES: [https://concordbiotech.com] | SELECTED: "https://concordbiotech.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:45:54.054Z] COMPANY: "Confidence Petroleum India Limited" | QUERIES: ["Confidence Petroleum India Limited" official website] | CANDIDATES: [https://confidencegroup.co] | SELECTED: "https://confidencegroup.co" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:46:01.037Z] COMPANY: "Consolidated Finvest & Holdings Limited" | QUERIES: ["Consolidated Finvest & Holdings Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:46:06.465Z] COMPANY: "Control Print Limited" | QUERIES: ["Control Print Limited" official website] | CANDIDATES: [https://controlprint.com] | SELECTED: "https://controlprint.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:46:24.002Z] COMPANY: "Coral India Finance & Housing Limited" | QUERIES: ["Coral India Finance & Housing Limited" official website] | CANDIDATES: [https://coralhousing.in] | SELECTED: "https://coralhousing.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:48:47.664Z] COMPANY: "Waterways Leisure Tourism Limited" | QUERIES: ["Waterways Leisure Tourism Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:48:53.752Z] COMPANY: "Cords Cable Industries Limited" | QUERIES: ["Cords Cable Industries Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:48:58.738Z] COMPANY: "Coromandel International Limited" | QUERIES: ["Coromandel International Limited" official website] | CANDIDATES: [https://coromandel.biz] | SELECTED: "https://coromandel.biz" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:49:05.283Z] COMPANY: "CORONA Remedies Limited" | QUERIES: ["CORONA Remedies Limited" official website] | CANDIDATES: [https://coronaremedies.com] | SELECTED: "https://coronaremedies.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:51:25.237Z] COMPANY: "COSMO FIRST LIMITED" | QUERIES: ["COSMO FIRST LIMITED" official website] | CANDIDATES: [https://cosmofirst.com] | SELECTED: "https://cosmofirst.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:51:26.484Z] COMPANY: "Country Condo's Limited" | QUERIES: ["Country Condo's Limited" official website] | CANDIDATES: [https://countrycondos.co.in] | SELECTED: "https://countrycondos.co.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:51:36.332Z] COMPANY: "CP Capital Limited" | QUERIES: ["CP Capital Limited" official website] | CANDIDATES: [https://cpcapital.com] | SELECTED: "https://cpcapital.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:52:02.341Z] COMPANY: "Career Point Edutech Limited" | QUERIES: ["Career Point Edutech Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:52:07.672Z] COMPANY: "Captain Polyplast Limited" | QUERIES: ["Captain Polyplast Limited" official website] | CANDIDATES: [https://captainpolyplast.com] | SELECTED: "https://captainpolyplast.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:52:29.439Z] COMPANY: "Aditya Infotech Limited" | QUERIES: ["Aditya Infotech Limited" official website] | CANDIDATES: [https://adityainfotech.com] | SELECTED: "https://adityainfotech.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:52:47.383Z] COMPANY: "Craftsman Automation Limited" | QUERIES: ["Craftsman Automation Limited" official website] | CANDIDATES: [https://craftsmanautomation.com] | SELECTED: "https://craftsmanautomation.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:52:49.105Z] COMPANY: "Canara Robeco Asset Management Company Limited" | QUERIES: ["Canara Robeco Asset Management Company Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:52:54.158Z] COMPANY: "Creative Eye Limited" | QUERIES: ["Creative Eye Limited" official website] | CANDIDATES: [https://creativeeye.com] | SELECTED: "https://creativeeye.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:52:55.208Z] COMPANY: "CREDITACCESS GRAMEEN LIMITED" | QUERIES: ["CREDITACCESS GRAMEEN LIMITED" official website] | CANDIDATES: [https://creditaccessgrameen.in] | SELECTED: "https://creditaccessgrameen.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:53:10.887Z] COMPANY: "Crest Ventures Limited" | QUERIES: ["Crest Ventures Limited" official website] | CANDIDATES: [https://crest.co.in] | SELECTED: "https://crest.co.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:53:13.449Z] COMPANY: "Crisil Limited" | QUERIES: ["Crisil Limited" official website] | CANDIDATES: [https://crisil.com] | SELECTED: "https://crisil.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:53:25.274Z] COMPANY: "Crizac Limited" | QUERIES: ["Crizac Limited" official website] | CANDIDATES: [https://crizacglobal.com] | SELECTED: "https://crizacglobal.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:53:41.800Z] COMPANY: "Crompton Greaves Consumer Electricals Limited" | QUERIES: ["Crompton Greaves Consumer Electricals Limited" official website] | CANDIDATES: [https://crompton.co.in] | SELECTED: "https://crompton.co.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:53:50.194Z] COMPANY: "Crown Lifters Limited" | QUERIES: ["Crown Lifters Limited" official website] | CANDIDATES: [https://crownlifters.com] | SELECTED: "https://crownlifters.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:56:12.682Z] COMPANY: "CSB Bank Limited" | QUERIES: ["CSB Bank Limited" official website] | CANDIDATES: [https://csb.co.in] | SELECTED: "https://csb.co.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:56:30.206Z] COMPANY: "CSL Finance Limited" | QUERIES: ["CSL Finance Limited" official website] | CANDIDATES: [https://cslfinance.in] | SELECTED: "https://cslfinance.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:56:42.259Z] COMPANY: "CSM Technologies Limited" | QUERIES: ["CSM Technologies Limited" official website] | CANDIDATES: [https://csmonitor.com] | SELECTED: "https://csmonitor.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:56:54.598Z] COMPANY: "Cambridge Technology Enterprises Limited" | QUERIES: ["Cambridge Technology Enterprises Limited" official website] | CANDIDATES: [https://ctepl.com] | SELECTED: "https://ctepl.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:57:28.481Z] COMPANY: "City Union Bank Limited" | QUERIES: ["City Union Bank Limited" official website] | CANDIDATES: [https://cityunionbank.com] | SELECTED: "https://cityunionbank.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:57:42.180Z] COMPANY: "Cubex Tubings Limited" | QUERIES: ["Cubex Tubings Limited" official website] | CANDIDATES: [https://cubextubings.com] | SELECTED: "https://cubextubings.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:57:58.321Z] COMPANY: "Cummins India Limited" | QUERIES: ["Cummins India Limited" official website] | CANDIDATES: [https://cummins.com] | SELECTED: "https://cummins.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:58:02.300Z] COMPANY: "Cupid Limited" | QUERIES: ["Cupid Limited" official website] | CANDIDATES: [https://cupidlimited.com] | SELECTED: "https://cupidlimited.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T21:59:49.115Z] COMPANY: "Cura Technologies Limited" | QUERIES: ["Cura Technologies Limited" official website] | CANDIDATES: [https://curaleaf.com] | SELECTED: "https://curaleaf.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:00:03.273Z] COMPANY: "Cyber Media (India) Limited" | QUERIES: ["Cyber Media (India) Limited" official website] | CANDIDATES: [https://cybermedia.com.tw] | SELECTED: "https://cybermedia.com.tw" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:00:16.273Z] COMPANY: "Cybertech Systems And Software Limited" | QUERIES: ["Cybertech Systems And Software Limited" official website] | CANDIDATES: [https://geocivic.in] | SELECTED: "https://geocivic.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:02:36.832Z] COMPANY: "Cyient Limited" | QUERIES: ["Cyient Limited" official website] | CANDIDATES: [https://cyient.com] | SELECTED: "https://cyient.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:06:44.731Z] COMPANY: "Cyient DLM Limited" | QUERIES: ["Cyient DLM Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:06:52.712Z] COMPANY: "Dabur India Limited" | QUERIES: ["Dabur India Limited" official website] | CANDIDATES: [https://dabur.com] | SELECTED: "https://dabur.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:06:55.534Z] COMPANY: "Dai-Ichi Karkaria Limited" | QUERIES: ["Dai-Ichi Karkaria Limited" official website] | CANDIDATES: [https://dai-ichiindia.com] | SELECTED: "https://dai-ichiindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:07:05.639Z] COMPANY: "Dalmia Bharat Limited" | QUERIES: ["Dalmia Bharat Limited" official website] | CANDIDATES: [https://dalmiabharat.com] | SELECTED: "https://dalmiabharat.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:07:07.368Z] COMPANY: "Dalmia Bharat Sugar and Industries Limited" | QUERIES: ["Dalmia Bharat Sugar and Industries Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:07:14.281Z] COMPANY: "Dam Capital Advisors Limited" | QUERIES: ["Dam Capital Advisors Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:07:20.418Z] COMPANY: "Damodar Industries Limited" | QUERIES: ["Damodar Industries Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:07:25.042Z] COMPANY: "Dangee Dums Limited" | QUERIES: ["Dangee Dums Limited" official website] | CANDIDATES: [https://dangeedums.com] | SELECTED: "https://dangeedums.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:07:42.312Z] COMPANY: "Datamatics Global Services Limited" | QUERIES: ["Datamatics Global Services Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:07:47.089Z] COMPANY: "Data Patterns (India) Limited" | QUERIES: ["Data Patterns (India) Limited" official website] | CANDIDATES: [https://datapatternsindia.com] | SELECTED: "https://datapatternsindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:07:52.895Z] COMPANY: "Davangere Sugar Company Limited" | QUERIES: ["Davangere Sugar Company Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:07:58.148Z] COMPANY: "D.B.Corp Limited" | QUERIES: ["D.B.Corp Limited" official website] | CANDIDATES: [https://dbcl.net] | SELECTED: "https://dbcl.net" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:08:07.121Z] COMPANY: "Deepak Builders & Engineers India Limited" | QUERIES: ["Deepak Builders & Engineers India Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:08:13.901Z] COMPANY: "Dilip Buildcon Limited" | QUERIES: ["Dilip Buildcon Limited" official website] | CANDIDATES: [https://dilipbuildcon.com] | SELECTED: "https://dilipbuildcon.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:09:00.199Z] COMPANY: "Dhampur Bio Organics Limited" | QUERIES: ["Dhampur Bio Organics Limited" official website] | CANDIDATES: [https://dhampur.com] | SELECTED: "https://dhampur.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:09:13.280Z] COMPANY: "Valor Estate Limited" | QUERIES: ["Valor Estate Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:09:19.620Z] COMPANY: "DB (International) Stock Brokers Limited" | QUERIES: ["DB (International) Stock Brokers Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:09:24.870Z] COMPANY: "Dishman Carbogen Amcis Limited" | QUERIES: ["Dishman Carbogen Amcis Limited" official website] | CANDIDATES: [https://imdcal.com] | SELECTED: "https://imdcal.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:09:38.516Z] COMPANY: "DCB Bank Limited" | QUERIES: ["DCB Bank Limited" official website] | CANDIDATES: [https://dcbbank.com] | SELECTED: "https://dcbbank.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:09:46.865Z] COMPANY: "Dc Infotech And Communication Limited" | QUERIES: ["Dc Infotech And Communication Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:09:52.260Z] COMPANY: "DCM  Limited" | QUERIES: ["DCM  Limited" official website] | CANDIDATES: [https://dcmlimited.com] | SELECTED: "https://dcmlimited.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:09:57.878Z] COMPANY: "DCM Financial Services Limited" | QUERIES: ["DCM Financial Services Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:10:04.954Z] COMPANY: "DCM Nouvelle Limited" | QUERIES: ["DCM Nouvelle Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:10:13.108Z] COMPANY: "DCM Shriram Limited" | QUERIES: ["DCM Shriram Limited" official website] | CANDIDATES: [https://dcmshriram.com] | SELECTED: "https://dcmshriram.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:10:24.980Z] COMPANY: "DCM Shriram International Limited" | QUERIES: ["DCM Shriram International Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:10:32.151Z] COMPANY: "DCM Shriram Industries Limited" | QUERIES: ["DCM Shriram Industries Limited" official website] | CANDIDATES: [https://dcmshriramdefence.com] | SELECTED: "https://dcmshriramdefence.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:10:42.187Z] COMPANY: "DCW Limited" | QUERIES: ["DCW Limited" official website] | CANDIDATES: [https://dcwater.com] | SELECTED: "https://dcwater.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:10:52.573Z] COMPANY: "DCX Systems Limited" | QUERIES: ["DCX Systems Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:10:58.207Z] COMPANY: "Ddev Plastiks Industries Limited" | QUERIES: ["Ddev Plastiks Industries Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:11:04.282Z] COMPANY: "Deccan Cements Limited" | QUERIES: ["Deccan Cements Limited" official website] | CANDIDATES: [https://deccancements.com] | SELECTED: "https://deccancements.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:11:12.155Z] COMPANY: "Deccan Gold Mines Limited" | QUERIES: ["Deccan Gold Mines Limited" official website] | CANDIDATES: [https://deccangoldmines.com] | SELECTED: "https://deccangoldmines.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:11:34.022Z] COMPANY: "DEE Development Engineers Limited" | QUERIES: ["DEE Development Engineers Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:11:40.968Z] COMPANY: "Deepak Fertilizers and Petrochemicals Corporation Limited" | QUERIES: ["Deepak Fertilizers and Petrochemicals Corporation Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:11:46.921Z] COMPANY: "Deepak Nitrite Limited" | QUERIES: ["Deepak Nitrite Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:11:54.668Z] COMPANY: "Deep Industries Limited" | QUERIES: ["Deep Industries Limited" official website] | CANDIDATES: [https://deepindustries.com] | SELECTED: "https://deepindustries.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:14:16.840Z] COMPANY: "Delhivery Limited" | QUERIES: ["Delhivery Limited" official website] | CANDIDATES: [https://delhivery.com] | SELECTED: "https://delhivery.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:14:27.536Z] COMPANY: "DELPHI WORLD MONEY LIMITED" | QUERIES: ["DELPHI WORLD MONEY LIMITED" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:14:34.245Z] COMPANY: "Delta Corp Limited" | QUERIES: ["Delta Corp Limited" official website] | CANDIDATES: [https://deltacorp.in] | SELECTED: "https://deltacorp.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:14:35.176Z] COMPANY: "Delta Manufacturing Limited" | QUERIES: ["Delta Manufacturing Limited" official website] | CANDIDATES: [https://delta-manufacturing.com] | SELECTED: "https://delta-manufacturing.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:14:36.601Z] COMPANY: "Den Networks Limited" | QUERIES: ["Den Networks Limited" official website] | CANDIDATES: [https://dennetworks.com] | SELECTED: "https://dennetworks.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:14:39.345Z] COMPANY: "De Nora India Limited" | QUERIES: ["De Nora India Limited" official website] | CANDIDATES: [https://denora.com] | SELECTED: "https://denora.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:14:41.471Z] COMPANY: "Denta Water and Infra Solutions Limited" | QUERIES: ["Denta Water and Infra Solutions Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:14:47.681Z] COMPANY: "Dev Information Technology Limited" | QUERIES: ["Dev Information Technology Limited" official website] | CANDIDATES: [https://devitpl.com] | SELECTED: "https://devitpl.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:17:09.915Z] COMPANY: "Dev Accelerator Limited" | QUERIES: ["Dev Accelerator Limited" official website] | CANDIDATES: [https://devaccelerator.ro] | SELECTED: "https://devaccelerator.ro" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:17:19.480Z] COMPANY: "Devyani International Limited" | QUERIES: ["Devyani International Limited" official website] | CANDIDATES: [https://dil-rjcorp.com] | SELECTED: "https://dil-rjcorp.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:17:21.632Z] COMPANY: "Digicontent Limited" | QUERIES: ["Digicontent Limited" official website] | CANDIDATES: [https://digicontentworld.com] | SELECTED: "https://digicontentworld.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:19:44.712Z] COMPANY: "Dhampur Sugar Mills Limited" | QUERIES: ["Dhampur Sugar Mills Limited" official website] | CANDIDATES: [https://dhampursugar.com] | SELECTED: "https://dhampursugar.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:19:57.965Z] COMPANY: "Dhanlaxmi Bank Limited" | QUERIES: ["Dhanlaxmi Bank Limited" official website] | CANDIDATES: [https://dhanbank.com] | SELECTED: "https://dhanbank.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:20:09.810Z] COMPANY: "Dhanuka Agritech Limited" | QUERIES: ["Dhanuka Agritech Limited" official website] | CANDIDATES: [https://dhanuka.com] | SELECTED: "https://dhanuka.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:20:11.188Z] COMPANY: "DHARAN INFRA-EPC LIMITED" | QUERIES: ["DHARAN INFRA-EPC LIMITED" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:20:19.393Z] COMPANY: "Dharmaj Crop Guard Limited" | QUERIES: ["Dharmaj Crop Guard Limited" official website] | CANDIDATES: [https://dharmajcrop.com] | SELECTED: "https://dharmajcrop.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:20:31.698Z] COMPANY: "Dhruv Consultancy Services Limited" | QUERIES: ["Dhruv Consultancy Services Limited" official website] | CANDIDATES: [https://dhruvtec.com] | SELECTED: "https://dhruvtec.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T22:20:45.558Z] COMPANY: "Dhunseri Investments Limited" | QUERIES: ["Dhunseri Investments Limited" official website] | CANDIDATES: [https://dhunseriinvestments.com] | SELECTED: "https://dhunseriinvestments.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
